ID_Fuente,Fuente,ID_Dato ,Categoria,Descripción Fuente,Descarga Link,Descripción información,Email Contacto,Cobertura,Sitio Web,Link API,Especificaciones API,Descarga FTP,Descarga XML,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Categorias
23,Clinica Alemana Valdivia,76,,direccion en google maps,,link de google maps de ubicacion de clinica alemana valdivia,,nacional,"https://www.google.com/maps/place/Cl%C3%ADnica+Alemana+Valdivia/@-39.8185499,-73.2417066,17z/data=!3m1!4b1!4m5!3m4!1s0x9615ee7a6be8e2cf:0xec0daf53bf5b4119!8m2!3d-39.818554!4d-73.2395179",,,,,,,,,,,,,,,
24,"Clinicas Las Amapolas, Chillan",77,,direccion en google maps,,link de google maps de ubicacion de clinica Las Amapolas Chillan,,nacional,"https://www.google.com/maps/place/Cl%C3%ADnica+Las+Amapolas/@-36.601161,-72.090153,16z/data=!4m12!1m6!3m5!1s0x0:0xe43128facf4f1c9d!2sCl%C3%ADnica+Las+Amapolas!8m2!3d-36.6011611!4d-72.0901528!3m4!1s0x0:0xe43128facf4f1c9d!8m2!3d-36.6011611!4d-72.0901528?hl=es-ES",,,,,,,,,,,,,,,
25,Clinica Chillan,78,,Medidas preventivas de covid-19 clinica Chillan,,"informacion de medidas preventivas de covid-19, restriccion de visitas",contacto@clinicachillan.cl,nacional,http://www.clinicachillan.cl/noticias/salud/medidas-preventivas-frente-a-coronavirus-covid-19/,,,,,,,,,,,,,,,
25,Clinica Chillan,79,,direccion en google maps,,link de google maps de ubicacion de clinica Chillan,,nacional,"https://www.google.com/maps/place/Cl%C3%ADnica+Chill%C3%A1n/@-36.6150904,-72.1097841,17z/data=!4m12!1m6!3m5!1s0x96692825dee98963:0xff345d92c92cb5d0!2zQ2zDrW5pY2EgQ2hpbGzDoW4!8m2!3d-36.6150947!4d-72.1075954!3m4!1s0x96692825dee98963:0xff345d92c92cb5d0!8m2!3d-36.6150947!4d-72.1075954?hl=es-ES",,,,,,,,,,,,,,,
26,"Clinica Tarapaca, Iquique",80,,Informackion de protocolos y urgencia respiratoria,,"Informacion de protocolos, horarios y urgerncia respiratoria",informaciones@clinicatarapaca.cl,nacional,https://clinicatarapaca.cl/estamos-preparados/,,,,,,,,,,,,,,,
26,"Clinica Tarapaca, Iquique",81,,direccion en google maps,,link de google maps de ubicacion clinica tarapaca,,nacional,"https://www.google.com/maps/place/Cl%C3%ADnica+Tarapac%C3%A1/@-20.2229281,-70.1477414,17z/data=!4m12!1m6!3m5!1s0x915213f8f1b9d505:0x354657e8b5d45a93!2zQ2zDrW5pY2EgVGFyYXBhY8Oh!8m2!3d-20.2229403!4d-70.1474744!3m4!1s0x915213f8f1b9d505:0x354657e8b5d45a93!8m2!3d-20.2229403!4d-70.1474744?hl=es-ES",,,,,,,,,,,,,,,
27,Clinica Reñaca,82,,Medidas preventivas por covid-19,,"Informacion de horarios, y protocolos para covid-19",,nacional,https://www.clinicarenaca.cl/clinica_renaca/destacados/informacion-importante-medidas-preventivas-por-covid-19,,,,,,,,,,,,,,,
27,Clinica Reñaca,83,,Informacion de como llegar,,informacion de como llegar a la clinica numero de telefono,,nacional,https://www.clinicarenaca.cl/clinica_renaca/informacion-al-paciente/como-llegar-a-clinica-renaca,,,,,,,,,,,,,,,
27,Clinica Reñaca,84,,direccion en google maps,,link en google maps de ubicacion clinica Reñaca,,nacional,"https://www.google.com/maps/place/Cl%C3%ADnica+Bupa+Re%C3%B1aca/@-32.9834469,-71.536255,17z/data=!4m12!1m6!3m5!1s0x9689dda8d4ef3799:0xa5c3cde900e047ee!2zQ2zDrW5pY2EgQnVwYSBSZcOxYWNh!8m2!3d-32.9834514!4d-71.5340663!3m4!1s0x9689dda8d4ef3799:0xa5c3cde900e047ee!8m2!3d-32.9834514!4d-71.5340663?hl=es-ES",,,,,,,,,,,,,,,
28,"Clinicas Los Carreras, Quilpue",85,,protocolo de atencion y horario,,protocolo de atencion y horarios por covid 19,informaciones@clinicaloscarrera.cl,nacional,https://clinicaloscarrera.cl/estamos-preparados/,,,,,,,,,,,,,,,
28,"Clinicas Los Carreras, Quilpue",86,,direccion en google maps,,link en google maps de ubicacion clinica Los Carreras,,nacional,"https://www.google.com/maps/place/Cl%C3%ADnica+Los+Carrera/@-33.0488272,-71.4385734,17z/data=!4m12!1m6!3m5!1s0x9689d90789c3b8a5:0x6186c7b33c322643!2sCl%C3%ADnica+Los+Carrera!8m2!3d-33.0488317!4d-71.4363847!3m4!1s0x9689d90789c3b8a5:0x6186c7b33c322643!8m2!3d-33.0488317!4d-71.4363847?hl=es-ES",,,,,,,,,,,,,,,
29,"clinicas Los Leones, Calera",87,,protocolo de atencion y urgencia respiratoria,,protocolo de atencion y horarios por covid 19,,nacional,https://clinicalosleones.cl/estamos-preparados/,,,,,,,,,,,,,,,
29,"clinicas Los Leones, Calera",88,,direccion en google maps,,link en google maps de ubicacion clinica Los Leones,,nacional,"https://www.google.com/maps/place/Cl%C3%ADnica+Los+Leones/@-32.7899255,-71.1856787,17z/data=!4m12!1m6!3m5!1s0x968834a91df4998d:0x2a28543474ca17a3!2sCl%C3%ADnica+Los+Leones!8m2!3d-32.78993!4d-71.18349!3m4!1s0x968834a91df4998d:0x2a28543474ca17a3!8m2!3d-32.78993!4d-71.18349?hl=es-ES",,,,,,,,,,,,,,,
30,"Clinica Ciudad del Mar, Viña de Mar",89,,protocolo de plan de contingencia,,"protocolo de atencion en covid-19, e informacion telefono y horarios", info@ccdm.cl,nacional,https://www.ccdm.cl/plan-de-contingencia-covid-19/,,,,,,,,,,,,,,,
30,"Clinica Ciudad del Mar, Viña de Mar",90,,direccion en google maps,,link en google maps de ubicacion clinica ciudad del mar,,nacional,"https://www.google.com/maps/place/Cl%C3%ADnica+Ciudad+del+Mar/@-33.0097842,-71.5517663,17z/data=!4m12!1m6!3m5!1s0x9689e0a2fa7d6c8f:0x3a938dc2661e60d7!2sCl%C3%ADnica+Ciudad+del+Mar!8m2!3d-33.0097887!4d-71.5495776!3m4!1s0x9689e0a2fa7d6c8f:0x3a938dc2661e60d7!8m2!3d-33.0097887!4d-71.5495776?hl=es-ES",,,,,,,,,,,,,,,
31,"Clinica Biobio, Talcahuano",91,,protocolo de plan de contingencia,,"protocolo de atencion en covid-19, horarios y telefonos",,nacional,http://www.clinicabiobio.cl/noticias/detalle?noticia=plan-de-contingencia-covid-19,,,,,,,,,,,,,,,
31,"Clinica Biobio, Talcahuano",92,,direccion en google maps,,link en google maps de ubicacion clinica bio bio,,nacional,"https://www.google.com/maps/place/Clinica+Bio+Bio/@-36.789753,-73.062173,16z/data=!4m12!1m6!3m5!1s0x0:0x49442c26695f0488!2sClinica+Bio+Bio!8m2!3d-36.7897531!4d-73.0621728!3m4!1s0x0:0x49442c26695f0488!8m2!3d-36.7897531!4d-73.0621728?hl=es-ES",,,,,,,,,,,,,,,
32,Clinica Universitaria Concepcion,93,,direccion en google maps,,link en google maps de ubicacion clinica universitaria biobio,,nacional,"https://www.google.com/maps/place/Cl%C3%ADnica+Universitaria+de+Concepci%C3%B3n/@-36.800471,-73.071919,14z/data=!4m5!3m4!1s0x0:0x371f26d2248fb036!8m2!3d-36.8004713!4d-73.0719195?hl=es-ES",,,,,,,,,,,,,,,
33,"Clinica los Andes, Los angeles",94,,"informacion de ubicacion, telefono y horario",,"informacion de ubicacion, telefono y horario",,nacional,http://www.clinicalosandes.cl/nosotros/ubicacion2/,,,,,,,,,,,,,,,
33,"Clinica los Andes, Los angeles",95,,direccion en google maps,,link en google maps de ubicacion clinica los andes en los angeles,,nacional,"https://www.google.com/maps/place/Cl%C3%ADnica+Los+Andes/@-37.4673561,-72.3388444,17z/data=!4m12!1m6!3m5!1s0x966bdd574b43bf53:0x3c3f1e8d123c8371!2sCl%C3%ADnica+Los+Andes!8m2!3d-37.4673604!4d-72.3366557!3m4!1s0x966bdd574b43bf53:0x3c3f1e8d123c8371!8m2!3d-37.4673604!4d-72.3366557",,,,,,,,,,,,,,,
34,Clinica Isamedica,96,,Informacion a funcionamiento de clinica,,"informacion de funcionamiento de la clinica en epoca de covid-19, horario, telefono",,nacional,http://www.clinicaisamedica.cl/covid19.html,,,,,,,,,,,,,,,
34,Clinica Isamedica,97,,telefonos de urgencia,,telefono de urgencia y wassap de contacto,,nacional,http://www.clinicaisamedica.cl/urgencia.html,,,,,,,,,,,,,,,
34,Clinica Isamedica,98,,direccion en google maps,,link en google maps de ubicacion clinica isamedica,,nacional,"https://www.google.com/maps/place/Cl%C3%ADnica+Isam%C3%A9dica/@-34.185798,-70.722903,15z/data=!4m12!1m6!3m5!1s0x0:0xf97f663f58cb7d0!2zQ2zDrW5pY2EgSXNhbcOpZGljYQ!8m2!3d-34.185798!4d-70.722903!3m4!1s0x0:0xf97f663f58cb7d0!8m2!3d-34.185798!4d-70.722903?hl=es",,,,,,,,,,,,,,,
35,"Clinica Lircay, Talca",99,,protocolo de atencion e informacion de contacto,,"protocolo de atencion,e informacion de telefonos, direccion y horario",,nacional,https://www.clinicalircay.cl/?p=6213,,,,,,,,,,,,,,,
35,"Clinica Lircay, Talca",100,,direccion en google maps,,link en google maps de ubicacion clinica lircay,,nacional,"https://www.google.cl/maps/place/Cl%C3%ADnica+Lircay/@-35.4235709,-71.6697702,17z/data=!4m12!1m6!3m5!1s0x9665c420771ac7f9:0x9a0623a03cccd873!2sCl%C3%ADnica+Lircay!8m2!3d-35.4235753!4d-71.6675815!3m4!1s0x9665c420771ac7f9:0x9a0623a03cccd873!8m2!3d-35.4235753!4d-71.6675815",,,,,,,,,,,,,,,
